"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","TRd1a","TRd1b","TRd1c","TRd1dx1","TRd2dx2","TRd2","TRd3","TRd4","TRd5a","TRd5b","TRd6","TRd7","TRd9a","TRd9b","TRd9c","TRd9d","TRd9e","TRd9f","TRd9g","TRd9h","TRd9i","TRd9j","TRd9l","TRd9m","TRd11","TRd13a","TRd13b","TRd13c","TRd13cx","TRd14","TRd15","TRd16","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
613951,92,2,1,1,1,2,2,2000,22,1,1,2,7,4,2017,8,31,2003,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1996,4,2,2000,45,2,2,"",2,NA,NA,1,7,30,0,-9,NA,1,50,2,NA,NA,2,NA,NA,1,2,3,3,1,"Photocopies And Printing Of Documents",2221,100,-9,"",2.63e+08,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,2,NA,NA,3,3,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,2,-4,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,2,"Digital Printing","Completely New",1,"Production Capacity Improved With The Acquisition Of More Powerful Equipment","Completely New",2,NA,100,40,100,0,0,100,0,0,2,NA,NA,NA,NA,"",3,1,5,NA,2,NA,NA,3,0,80,100,0,0,0,0,NA,1,70000000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,NA,NA,"",NA,1,"",1,25,1,1,2,1,0,0,NA,2,NA,NA,2,NA,NA,3,3,0,3,3,3,23,40,17,6,-9,17,0,1,2,NA,2,0,2,20,1,NA,2,NA,0,0,0,0,1,0,0,1,1,1,1,1,2,-9,"","-7",NA,"-7",NA,"-7",NA,3,3,8,50000000,-9,220000000,NA,-9,-9,-9,"Sale Manager",16,1,"",NA,NA,"",NA,NA,7,4,2017,9,33,1,2,1,NA,NA,1,1,2,1,1,1,1,4
613952,93,4,2,1,1,2,2,2000,52,2,1,3,14,4,2017,17,25,2005,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1988,10,1,1988,40,2,2,"",1,45,2,1,10,5,45,NA,10000000,1,100,2,NA,NA,NA,NA,NA,1,1,4,2,2,"Sale Of Powdered And Liquid Milk",5220,40,1.1e+10,"Eleven Billion",1.6e+10,100,0,0,NA,NA,NA,NA,NA,0,5,100,0,NA,NA,NA,3,3,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",1,"The Main Innovative Process Is Distribution In The Neighbourhood. This Process Consists Of Using The Company Cars And Motorbikes To Deliver The Products To Local Customers.","Previously, The Customers Came To Do Their Shopping Themselves On Our Premises. Now Their Products Are Delivered To Their Town.",2,NA,NA,NA,60,40,0,60,40,0,1,30,2,-9,NA,"",2,1,5,NA,2,NA,NA,1,80,10,60,40,0,0,0,NA,1,0,300000000,NA,300000000,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,500000000,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,-6,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,-9,-9,-9,2,NA,NA,"",NA,1,"",3,0,2,NA,NA,2,NA,0,NA,1,180,2,2,NA,NA,2,4,3,1,2,2,220,190,NA,NA,NA,NA,NA,NA,NA,50,40,0,12,-9,2,NA,NA,NA,NA,2,2,2,1,1,2,1,1,2,1,1,2,2,"","-9",NA,"-9",NA,"-9",NA,2,2,12,52000000,NA,169000000,-9,NA,NA,NA,"Chief Financial And Administrative Officer",30,1,"",NA,NA,"",NA,NA,14,4,2017,20,32,2,4,1,NA,NA,1,2,4,1,1.09573256969452,1.61988627910614,2.4592022895813,11
613953,94,2,1,1,1,1,2,2000,22,1,1,2,24,5,2017,22,24,2003,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1991,10,1,1991,26,2,2,"",1,3,2,1,20,5,30,0,NA,1,100,2,NA,NA,-7,NA,NA,1,1,4,4,1,"Digital And Offset Printing",2211,100,-9,"",-9,80,20,0,NA,NA,NA,NA,1991,1,1,0,100,1,3,2,4,4,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,"France",26,2,8,1,4,2,1,4,1,1,1,1,2,2,2,2,2,"",0,1,2,"The Introduction Of New Technologies For Digital And Offset Printing","Colour And Large Format Printing",1,"The Ink Used By The Machines Has Less Toxic Products In It","Previously, The Ink Used In The Printing Machines Was More Toxic",2,NA,85,48,100,0,0,100,0,0,2,NA,NA,NA,NA,"",4,1,NA,6000000,1,1,NA,4,10,80,100,0,0,0,0,NA,1,16000000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",3,3,1,1,2,1,0,0,NA,2,NA,NA,2,NA,NA,1,0,0,4,4,0,40,36,30,10,30,0,0,4,4,NA,10,4,1,-9,1,NA,5,NA,0,1,1,1,1,1,1,1,1,2,1,1,1,2,"","-9",NA,"-9",NA,"-9",NA,4,4,1,50000000,100000000,10500000,NA,210000000,15000000,450000000,"Sales Agent",9,1,"",NA,NA,"",NA,NA,24,5,2017,23,24,2,2,1,NA,NA,1,1,2,1,1,1,1,4
613954,95,4,1,1,1,1,2,2000,52,2,1,0,17,6,2017,17,57,2009,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2008,2,1,2008,10,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,0,1,2,"Retail Sale Of Poultry",5220,100,-9,"",-9,100,0,0,NA,NA,NA,NA,NA,-7,NA,-9,-9,2,NA,NA,0,3,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,NA,NA,0,0,100,0,0,100,2,NA,NA,-9,NA,"",3,2,NA,NA,2,NA,NA,0,0,0,0,0,0,0,100,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,NA,NA,"",NA,3,"",-9,0,2,NA,NA,1,0,0,NA,2,NA,NA,2,NA,NA,2,2,2,4,0,-7,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,1,NA,NA,NA,NA,-7,-7,-7,1,1,1,1,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",3,"-9",NA,"-9",NA,3,-7,11,-9,NA,-9,-9,NA,NA,NA,"Director General",9,1,"",NA,NA,"",NA,NA,17,6,2017,18,33,2,2,1,NA,NA,1,1,4,1,5.8010425567627,7.61468315124512,13.661096572876,8
613955,96,4,1,1,1,2,3,2000,52,2,1,2,9,5,2017,10,57,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1980,33,1,1980,21,2,-9,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,30,2,NA,NA,NA,NA,NA,2,2,1,1,2,"Retail Sale Of Aluminium Sheets",5234,-9,2127130027,"Two Billion One Hundred Twenty Seven Million One Hundred Thirty Thousand Twenty Seven",1159847685,100,0,0,NA,NA,NA,NA,NA,0,0,-9,-9,1,5,NA,1,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,-9,NA,"",0,2,NA,NA,2,NA,NA,1,50,-9,50,50,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,-9,-9,1,-9,-9,-9,2,-9,-9,-9,NA,-9,1,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,-9,1,1,2,NA,NA,"",NA,1,"",-7,5,1,1,2,1,-8,NA,-8,2,NA,NA,2,NA,NA,1,1,0,1,1,1,33,33,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,0,0,12,4600000,NA,4800000,-9,NA,NA,NA,"Director General",7,1,"",NA,NA,"",NA,NA,9,5,2017,12,27,1,1,1,NA,NA,1,1,4,1,5.8010425567627,7.61468315124512,13.661096572876,8
613956,99,4,1,1,1,2,2,2000,50,3,1,1,25,4,2017,11,34,2009,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2013,2,2,2013,36,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,0,0,6,"Maintenance Of (Brand) Cars",5020,100,7200000,"Seven Million Two Hundred Thousand",2010000,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,0,100,0,0,100,2,NA,NA,NA,NA,"",3,2,NA,NA,1,NA,300000,3,10,0,90,0,0,10,0,NA,1,200000,0,NA,0,NA,0,NA,0,NA,0,NA,200000,NA,0,NA,0,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,NA,NA,"",NA,1,"",2,25,2,NA,NA,2,NA,NA,0,2,NA,NA,2,NA,NA,2,2,2,2,4,2,7,5,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,2,NA,NA,NA,NA,1,1,1,1,0,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,2,2,6,3250000,NA,-9,NA,NA,NA,NA,"Ceo",4,1,"",NA,NA,"",NA,NA,25,4,2017,12,39,1,3,1,NA,NA,1,1,4,1,5.8010425567627,7.61468315124512,13.661096572876,8
613957,104,4,1,1,1,2,2,2000,55,3,1,1,23,4,2017,11,21,2009,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2002,2,2,2008,12,2,2,"",2,NA,NA,1,120,3,0,20,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,2,0,5,"Restaurant",5520,100,5400000,"Five Million Four Hundred Thousand",-9,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,1,2,NA,1,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,2,1,2,2,2,NA,2,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,5,"",-9,20,2,NA,NA,2,NA,NA,0,2,NA,NA,2,NA,NA,1,0,0,0,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,2,NA,NA,NA,NA,1,1,1,-7,-7,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,-7,1,1000000,NA,150000,NA,NA,NA,NA,"Manager",5,1,"",NA,NA,"",NA,NA,23,4,2017,12,12,1,2,1,NA,NA,1,1,4,1,5.8010425567627,7.61468315124512,13.661096572876,8
613958,108,4,2,1,1,2,2,2000,50,3,1,1,13,4,2017,19,40,2005,32,1,2,NA,NA,NA,NA,NA,3,"",100,-9,-9,-9,-9,2,NA,-9,-9,2,1998,20,2,2,"",1,1,2,1,45,8,0,NA,150000,1,100,2,NA,NA,NA,NA,NA,1,1,4,3,3,"Sale Of Oil Filters For Xxx Cars",5030,50,6.9e+07,"Sixty Nine Million",4.7e+07,100,0,0,NA,NA,NA,NA,NA,0,10,50,50,1,90,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Previously, The Main Product Was Xxx Motor Oil, Now The Improved Product Is Xxx Motor Oil","It Is The Brand And Quality Of The Oil That Has Changed (The Super Star Oil Is More Viscous Than The Pana Oil).",2,"","",2,NA,NA,NA,100,0,0,100,0,0,1,20,2,NA,NA,"",2,2,NA,NA,2,NA,NA,0,10,40,50,0,0,50,0,NA,1,4000000,0,50,NA,0,NA,0,NA,0,NA,50,NA,0,NA,0,NA,NA,1,2500000,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-9,-9,-9,-9,-9,2,NA,NA,"",NA,5,"",1,5,2,NA,NA,1,15,5,NA,2,NA,NA,2,NA,NA,2,2,0,4,0,0,5,5,NA,NA,NA,NA,NA,NA,NA,0,3,0,12,0,2,NA,NA,NA,NA,1,-7,-7,1,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,2,1,13,200000,NA,200000,NA,NA,NA,NA,"General Manager",7,1,"",NA,NA,"",NA,NA,14,4,2017,12,24,2,4,3,2,0,1,2,4,1,9.39308166503906,13.3271408081055,21.8791007995605,11
613959,117,1,1,1,1,1,2,2000,52,2,1,1,8,5,2017,14,19,2015,32,1,2,NA,NA,NA,NA,NA,5,"",99,0,100,0,0,2,NA,1962,-9,2,1997,16,2,2,"",2,NA,NA,1,15,0,30,1,NA,1,100,2,NA,NA,NA,NA,NA,1,1,2,2,2,"Sale Of Wrappers",5232,50,1851018719,"One Billion Eight Hundred Fifty One Million Eighteen Thousand Seven Hundred Nineteen",3941406193,39,0,61,NA,NA,NA,NA,1962,0,0,0,100,1,92,NA,2,3,61,0,39,"Nigeria","Benin",-9,1,5,2,1,2,NA,2,2,2,3,2,-7,2,2,2,2,2,2,2,60,40,0,"The Netherlands",22,3,3,NA,NA,NA,1,3,1,1,1,1,2,1,2,2,2,"",0,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,-9,NA,"",2,2,NA,NA,2,NA,NA,3,100,0,0,0,0,100,0,NA,1,25000000,0,0,NA,0,NA,0,NA,0,NA,100,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,NA,NA,"",NA,3,"",3,70,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,3,3,2,3,3,2,7,11,NA,NA,NA,NA,NA,NA,NA,2,2,1,10,70,2,NA,NA,NA,NA,2,1,-7,1,1,1,2,1,1,2,2,2,2,"","National School Of Administration And Magistracy",4,"Institut International Management",3,"-9",NA,1,1,11,58206769,NA,6463344,352804800,NA,NA,NA,"Accountant",1,1,"",NA,NA,"",NA,NA,8,5,2017,15,39,1,1,3,1,20,1,1,1,1,1,1,1,2
613960,118,1,1,1,1,1,2,2000,50,3,1,1,13,5,2017,13,9,2015,32,1,2,NA,NA,NA,NA,NA,3,"",100,0,100,0,0,2,NA,2003,5,1,2003,14,2,2,"",2,NA,NA,1,33,0,45,0,NA,1,100,2,NA,NA,NA,NA,NA,1,1,1,3,3,"Tyres For Cars",5030,40,6e+08,"Six Hundred Million",7.5e+08,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,1,8,NA,2,3,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"The Main New Innovation Is The Power Generator","Previously The Company Only Sold Tyres As Its Main Product",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,0,25,55,100,0,0,0,0,NA,1,20000000,0,-9,NA,-9,NA,-9,NA,-9,NA,-9,NA,-9,NA,-9,NA,NA,1,40000000,0,1,1,1,1,NA,2015,3e+08,1,1,2,2,2,2,-9,-9,NA,2,2,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,3,"",4,2,1,1,2,1,-9,-9,NA,1,3,2,2,NA,NA,0,3,0,4,-9,1,12,8,NA,NA,NA,NA,NA,NA,NA,0,5,0,3,-9,2,NA,NA,NA,NA,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",3,"-9",NA,"-9",NA,0,0,12,13000000,NA,35000000,NA,NA,NA,NA,"Manager",14,1,"",NA,NA,"",NA,NA,13,5,2017,13,56,2,2,1,NA,NA,1,1,1,1,1,1,1.91663706302643,2
613961,120,4,3,1,1,2,2,2000,64,3,1,3,14,5,2017,11,55,2005,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2003,170,1,1999,-9,2,1,"Iso 9001",1,7,2,1,2,6,0,-9,NA,1,-9,2,NA,NA,NA,NA,NA,1,1,0,0,6,"Mobile Phone Operator",6420,-9,58060477400,"Fifty Eight Billion Sixty Million Four Hundred Seventy Seven Thousand Four Hundred",17903400000,100,0,0,NA,NA,NA,NA,NA,-7,NA,-9,-9,1,-9,NA,0,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,0,1,1,2,1,2,1,2,2,2,"",2,1,2,"The Use Of Internet","Improved G2 And G3 Internet",1,"The Introduction Of Mobile Money Payment","(Brand) Mobile Money Transfer",2,NA,NA,NA,30,70,0,100,0,0,2,NA,NA,NA,NA,"",2,1,3,NA,1,-9,NA,4,-9,-9,20,70,0,10,0,NA,1,-9,-9,20,NA,0,NA,70,NA,0,NA,10,NA,0,NA,0,NA,NA,1,-9,-9,1,1,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,0,1,30,6,2,NA,2,NA,2,NA,1,-9,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,3,"",3,10,1,-9,2,2,NA,NA,-8,1,-9,2,1,-9,2,3,3,0,3,4,2,170,275,NA,NA,NA,NA,NA,NA,NA,45,105,-9,12,100,1,NA,NA,NA,NA,2,1,1,2,2,2,2,1,2,-9,-9,-9,2,"","University Abdou Moumouni In Niamey",4,"-9",NA,"-9",NA,1,1,13,-9,NA,-9,NA,NA,NA,NA,"Infrastructure Manager",8,1,"",NA,NA,"",NA,NA,15,5,2017,12,21,1,4,3,2,0,1,3,4,1,1.81683969497681,3.61414766311646,6.151535987854,15
613962,123,2,1,1,1,2,3,2000,52,2,1,1,25,4,2017,10,14,2003,32,1,2,NA,NA,NA,NA,NA,1,"",55,55,45,0,0,1,15,1993,19,1,1993,22,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,40,2,NA,NA,NA,NA,NA,1,2,0,0,2,"Fertilizers",5239,30,6e+08,"Six Hundred Million",1.6e+09,100,0,0,NA,NA,NA,NA,NA,0,0,30,70,1,1,NA,1,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,2,2,2,2,"",0,1,2,"We Are Now Selling Also Product For Public Hygiene/Public Health","Sanitation And Disinfection Of Living Areas For Services And Households",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,-9,NA,"",0,2,NA,NA,2,NA,NA,0,-9,75,50,50,0,0,0,NA,1,15000000,0,NA,10500000,NA,4500000,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,1,1,NA,2007,9e+07,2,NA,NA,NA,NA,NA,NA,1,5e+07,2,2,3,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,-9,-9,-9,2,NA,NA,"",NA,1,"",1,2,1,5,2,1,0,NA,0,2,NA,NA,2,NA,NA,3,3,3,3,3,3,16,16,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,1,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,0,0,14,-9,NA,-9,-9,NA,NA,NA,"Director General",8,1,"",NA,NA,"",NA,NA,25,4,2017,11,8,1,2,1,NA,NA,1,1,2,1,1,1,1.33230590820312,4
613963,127,4,2,1,1,1,2,2000,51,3,1,2,16,5,2017,20,49,2005,32,1,1,8,1,1,1,NA,1,"",-9,-9,-9,-9,-9,1,50,1998,1,1,1998,5,2,1,"Iso 9001",1,92,2,1,50,8,0,-9,NA,1,100,1,7,2,NA,NA,NA,1,1,4,2,3,"(Brand) Bouillon And Seasoning Cubes",5122,55,-9,"",-9,45,55,0,NA,NA,NA,NA,2000,15,50,0,100,1,3,NA,2,4,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,"-9",-9,-9,-9,NA,NA,NA,1,4,1,1,1,1,1,2,2,2,2,"",2,1,2,"The Main New Product Is Chicken","Previously The Main Product Was The (Brand) Cube, The Innovative Product Is The Chicken",1,"The Main Innovation Is The Implementation Of Means Of Transport For The Employees Who Need To Go In The Field To Meet Customers And Explain The Quality Of The Products.","Completely New",2,NA,NA,NA,100,0,0,100,0,0,1,30,2,NA,NA,"",1,1,5,NA,2,NA,NA,3,0,50,80,20,0,0,0,NA,1,80000000,30000000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,-9,-9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",2,1,1,2,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,2,0,3,3,3,50,30,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,15,1,NA,NA,NA,NA,2,0,0,0,0,0,0,1,1,1,1,1,2,"","-7",NA,"-7",NA,"-7",NA,4,2,7,-9,NA,-9,NA,NA,NA,NA,"Director General",5,1,"",NA,NA,"",NA,NA,16,5,2017,22,45,2,2,1,NA,NA,1,2,4,1,1.09573256969452,1.61988627910614,2.4592022895813,11
