"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
619637,103,1,1,2,2,1,3,5400,18,1,2,1,12,7,2017,14,29,3358,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1990,4,1,1990,32,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,2,2,2,0,1,"Sewing Of African Clothes",1810,100,360000,"Three Hundred Sixty Thousand",2400,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,0,1,13,2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,2,"Manufacturing Of The New African Dress","New Styles And Designs",1,"The Establishment Has An Online Purchase Service And 20% Discount For Every Whole Sales And Free Delivery","Affordable Services",2,NA,100,66,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,10,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,2,NA,NA,"",NA,3,"",1,10,1,2,2,2,NA,0,NA,2,NA,NA,2,NA,NA,0,0,0,1,0,0,6,4,5,1,0,5,0,2,1,NA,0,NA,NA,0,2,NA,NA,NA,NA,0,0,2,1,1,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,2,9,50000,25000,1000,NA,176000,0,370,"Proprietor",32,1,"",NA,NA,"",NA,NA,12,7,2017,15,0,1,2,1,NA,NA,2,4,1,1,1,1,1,16
619638,112,1,1,2,2,2,5,6791,18,1,2,1,15,7,2017,16,50,2527,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1989,1,2,2008,28,2,2,"",1,1,2,1,2,24,0,5,NA,2,NA,2,NA,NA,-7,NA,NA,2,2,3,0,1,"Sewing Of Male And Female African Garments",1810,100,50000,"Fifty Thousand",20000,100,0,0,NA,NA,NA,NA,NA,1,2,0,100,2,NA,NA,1,3,1,10,2,2,-7,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,100,72,0,100,0,0,100,0,1,1,2,NA,NA,"",4,2,NA,NA,1,2,NA,1,20,40,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,2,"",-7,0,2,NA,NA,2,NA,3,NA,2,NA,NA,1,1,2,-7,0,0,-7,-7,-7,7,3,7,0,0,7,0,3,0,NA,0,NA,NA,10,2,NA,NA,NA,NA,1,-9,-7,0,-7,-7,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,1,3000,1500,2000,NA,7000,-9,250,"Manager",28,1,"",NA,NA,"",NA,NA,15,7,2017,17,22,1,3,1,NA,NA,2,4,1,1,1,1,1,16
619639,114,2,2,1,1,1,2,6791,34,1,1,2,14,7,2017,10,24,3048,87,2,2,NA,NA,NA,NA,NA,2,"",40,100,0,0,0,1,20,1960,30,1,1960,17,2,2,"",1,7,2,1,28,0,20,1,NA,1,80,2,NA,NA,2,NA,NA,1,1,2,2,1,"Manufacturing  Of Motor Vehicle Parts",3430,100,90000,"Ninety Thousand",19000,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,3,2,10,2,2,3,2,1,1,1,1,2,1,2,2,"",1,1,1,"We Introduce New Cars, Module, Showroom, Ways Of Working On Cars, Ways Of Dealing With Customers.","Nothing Similar",2,"","",2,NA,100,46,100,0,0,100,0,0,1,-9,2,NA,NA,"",4,1,5,NA,1,1,NA,1,100,40,100,0,0,0,0,NA,1,3000,8000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,1,1,NA,2016,120000,1,1,2,2,2,2,10000,1,10000,1,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,NA,NA,"",NA,3,"",1,60,1,12,2,1,0,0,NA,2,NA,NA,2,NA,NA,3,3,2,0,2,2,45,40,43,2,23,10,10,0,2,NA,0,NA,NA,20,2,NA,NA,NA,NA,0,0,0,0,1,0,0,1,1,1,2,2,2,"","African Methodist Episcopal University",3,"African Methodist Episcopal Zion University",3,"",NA,1,3,14,12000,5500,5000,NA,22500,10000,6500,"Deputy Manager",8,2,"Deputy Manager Director",8,2,"",NA,NA,27,7,2017,15,31,1,1,3,1,10,1,2,2,1,16.4455070495605,22.5788192749023,43.0624923706055,8
619640,118,2,1,1,1,1,2,6791,50,2,1,3,31,7,2017,13,16,3048,87,2,1,8,1,1,1,NA,3,"",100,0,0,0,100,2,NA,1994,5,1,1994,25,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,75,2,NA,NA,NA,NA,NA,1,2,3,0,2,"Sales Of Fuel Oil And Gasoline",5050,100,35280,"Thirty Five Thousand Two Hundred Eighty",18480,100,0,0,NA,NA,NA,NA,NA,10,0,100,0,NA,NA,NA,3,2,NA,NA,NA,1,2,1,1,1,1,1,2,1,2,2,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,-9,NA,"",0,1,5,NA,1,3,NA,1,50,20,100,0,0,0,0,NA,1,3500000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,150000,0,1,2,1,1,NA,2015,50000,1,1,2,2,1,2,50000,1,50000,2,1,NA,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,3,"",1,2,1,2,2,1,0,0,NA,2,NA,NA,2,NA,NA,2,2,1,0,3,0,125,80,NA,NA,NA,NA,NA,NA,NA,12,0,NA,NA,95,2,NA,NA,NA,NA,1,0,1,1,1,1,0,2,NA,NA,NA,NA,NA,"","University Of Liberia",4,"Cuttington University",4,"African Methodist Episcopal University",4,0,0,7,8900,NA,2352,-9,NA,NA,NA,"Finance Manager",4,2,"Station Manager",6,1,"Finance Manager",4,2,31,7,2017,14,38,1,1,2,1,20,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619641,121,2,2,1,1,1,2,6791,50,2,1,3,9,9,2017,17,12,3048,87,2,2,NA,NA,NA,NA,NA,2,"",60,100,0,0,0,1,30,1984,60,1,1984,33,2,2,"",1,90,2,1,-9,NA,NA,80,NA,1,95,2,NA,NA,NA,NA,NA,1,1,4,-7,2,"Sale Of Motor Vehicle And Repair",5010,60,300000,"Three Hundred Thousand",140000,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,1,7,NA,-7,-7,NA,NA,NA,1,3,1,1,2,1,2,2,2,2,2,"",1,1,1,"Introducing To The Market A Car Brand","Nothing Similar",1,"We Revamped Our After Sales Service, Including Training Of Personnel And Making Sure That Parts Are Available On Time. Create Customer Awareness On Service Procedures.","Nothing Similar",2,NA,NA,NA,0,100,0,0,100,0,1,120,2,-9,NA,"",2,1,-9,NA,2,NA,NA,0,30,85,60,40,0,0,0,NA,1,30480,82400,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,1,1,NA,2016,120000000,1,2,2,1,2,2,456000000,-9,NA,2,1,NA,1,1,-7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,2,NA,NA,"",NA,3,"",2,-9,1,-9,2,1,0,NA,0,1,-6,2,1,-6,2,3,0,3,0,0,0,160,125,NA,NA,NA,NA,NA,NA,NA,13,10,2,-9,100,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,"","University Of Liberia",3,"United Methodist University",3,"Cuttington University College",3,2,3,8,43200,NA,15500,-9,NA,NA,NA,"Managing Director",33,1,"",NA,NA,"",NA,NA,9,9,2017,18,42,1,1,3,1,20,1,2,2,1,16.4455070495605,22.5788192749023,43.0624923706055,8
619642,123,2,1,1,1,1,3,5400,22,1,1,2,16,8,2017,14,38,5641,87,2,2,NA,NA,NA,NA,NA,4,"",50,100,0,0,0,2,NA,2001,6,2,2003,15,2,2,"",1,30,1,2,NA,NA,NA,NA,NA,1,25,2,NA,NA,2,NA,NA,2,2,1,0,1,"Printing",2221,50,87000,"Eighty Seven Thousands",208000,100,0,0,NA,NA,NA,NA,NA,0,0,50,50,2,NA,NA,0,1,1,9,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,50,8,100,0,0,0,100,0,1,14,1,NA,NA,"",3,2,NA,NA,1,25,NA,3,5,25,50,0,0,0,50,NA,1,1000,2000,50,NA,0,NA,0,NA,0,NA,0,NA,0,NA,50,NA,NA,1,250,500,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,3,1,1,1,2,NA,2,NA,2,NA,1,5,NA,NA,NA,NA,NA,NA,1,1,5,"",2,NA,"",4,5,1,3,2,2,NA,5,NA,2,NA,NA,2,NA,NA,3,1,3,1,3,1,15,10,10,5,4,4,2,0,0,NA,15,0,5,13,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","African Methodist Episcopal University",4,"University Of Liberia",4,"",NA,1,1,2,8700,5000,1000,NA,78000,48000,250,"Manager",15,1,"",NA,NA,"",NA,NA,16,8,2017,15,17,1,1,3,0,50,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619643,124,1,2,1,1,1,2,6791,20,1,1,3,7,7,2017,13,3,2288,87,2,2,NA,NA,NA,NA,NA,4,"",70,70,0,0,30,1,10,2008,60,1,2008,10,2,2,"",2,NA,NA,1,0,NA,NA,15,NA,1,100,2,NA,NA,-7,NA,NA,2,2,3,3,1,"Wooden Containers",2023,100,183100,"One Hundred Eighty Three Thousand One Hundred",160000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,3,1,1,2,2,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Students Arm Chairs With Cover And New Queen And King Beds","Completely New",2,"","",1,3600,90,84,90,10,0,40,60,0,2,NA,NA,NA,NA,"",1,1,15,NA,1,2,NA,1,0,30,97,0,0,0,3,NA,1,500000,3000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,220000,12000,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",3,5,1,4,2,2,NA,10,NA,2,NA,NA,1,7,2,3,3,1,1,0,0,275,75,200,75,100,75,25,20,6,NA,6,6,7,80,2,NA,NA,NA,NA,0,2,2,2,2,2,2,1,2,2,1,2,2,"","African Methodist Episcopal University",4,"University Of Liberia",4,"University Of Liberia",4,0,0,15,31000,5000,1000,NA,137000,600000,40000,"Co-Chairman",9,1,"Chairman",10,1,"General Secretary",10,1,7,7,2017,14,23,1,4,2,1,25,1,2,1,1,1,1.34531581401825,1.93357586860657,6
619644,126,2,1,1,1,1,3,5400,51,3,1,2,9,8,2017,14,28,5641,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,2001,6,2,2002,15,1,2,"",1,14,1,2,NA,NA,NA,NA,NA,1,50,2,NA,NA,NA,NA,NA,2,2,1,0,3,"Wholesale Of Solid, Liquid And Gaseous Fuels Gas",5141,75,71000,"Seventy One Thousands",32000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,1,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,1,14,2,NA,NA,"",3,2,NA,NA,2,NA,NA,1,5,25,50,0,0,0,50,NA,1,600,600,50,NA,0,NA,0,NA,0,NA,0,NA,0,NA,50,NA,NA,1,65,3000,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,3,1,5,2,2,NA,1,10,1,5,1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,5,"",4,5,1,3,1,2,NA,2,NA,2,NA,NA,2,NA,NA,1,1,2,1,1,3,11,6,NA,NA,NA,NA,NA,NA,NA,3,11,3,10,10,2,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,"","University Of Liberia",4,"African Methodist Episcopal University",4,"University Of Liberia",4,1,1,2,5100,NA,1000,NA,NA,NA,NA,"Ceo",15,2,"",NA,NA,"",NA,NA,9,8,2017,15,2,1,1,1,NA,NA,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619645,128,1,1,1,1,1,2,4400,18,1,1,1,1,8,2017,11,5,5154,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2010,5,1,2010,13,2,2,"",1,120,1,1,6,24,0,20,NA,1,20,2,NA,NA,2,NA,NA,2,2,3,3,1,"Manufaturing Of Woman Dresses",1810,60,6500,"Six Thousand Five Hundred",3000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,3,3,1,5,2,1,3,1,1,2,2,1,2,2,2,2,"",0,2,NA,"","",2,"","",2,NA,20,72,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,3,0,60,100,0,0,0,0,NA,1,625,1500,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",1,-9,2,NA,NA,2,NA,30,NA,2,NA,NA,1,7,1,3,3,3,3,3,3,10,8,10,0,10,0,0,0,0,NA,0,NA,NA,-9,2,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,3,3,12,2500,625,1000,NA,5000,2500,1500,"Manager",7,1,"",NA,NA,"",NA,NA,1,8,2017,12,36,1,1,1,NA,NA,1,1,1,1,1,1.21538984775543,2.20653176307678,2
619646,129,1,1,1,1,1,2,6791,51,3,1,1,21,7,2017,9,59,2288,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1992,17,1,1992,10,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,2,2,3,1,3,"Sales Of Building Material",5143,90,295000,"Two Hundred Ninety Five Thousand",15000,100,0,0,NA,NA,NA,NA,NA,0,7,15,85,1,18,NA,2,1,NA,NA,NA,2,1,1,1,2,2,1,1,2,1,2,"",0,1,1,"A New Machine That Makes The Producing Of The Tiles Easier","Completely New",1,"The Inter Motor Machine Makes The Work Easier","Completely New",1,0,NA,NA,75,25,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,1,10,NA,1,5,25,50,0,0,15,35,NA,1,84000,84000,85,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15,NA,NA,1,60000,30000,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,1,0,1,1,3,2,NA,2,NA,2,NA,1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,5,"",3,10,1,6,1,1,8,8,NA,2,NA,NA,2,NA,NA,1,0,0,0,0,1,17,10,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,5,1,NA,NA,NA,NA,0,0,0,0,0,-9,-9,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,1,4900,NA,11120,NA,NA,NA,NA,"Manager",10,1,"",NA,NA,"",NA,NA,21,7,2017,11,8,1,4,1,NA,NA,1,1,1,1,1,1.21538984775543,2.20653176307678,2
619647,130,2,3,1,1,1,2,5400,52,2,1,3,12,9,2017,12,20,3409,87,2,1,50,1,1,1,NA,1,"",50,50,25,0,25,1,25,2003,128,1,2003,15,2,1,"I So 900",1,1,2,1,1,3,45,NA,15000,1,25,1,1,1,NA,NA,NA,1,1,2,2,2,"Sim Cards, Air Time, Phones, Internet,",5240,75,985000,"Nine Hundred Eighty Five Thousand",545000,85,0,15,NA,NA,NA,NA,2005,0,0,100,0,NA,NA,NA,0,0,NA,NA,NA,1,0,1,1,2,1,1,1,1,1,2,"",1,1,1,"4G Internet, Mtn Smart Phone, Mobile Money","Completely New",1,"The 4G Internet Speed, The Mobile Phone Banking, Selling Of Gsm Sim Card And Scratch Card.","Completely New",1,25000,NA,NA,100,0,0,100,0,0,1,1,2,-9,NA,"",3,1,NA,15000,1,-9,NA,3,-9,25,100,0,0,0,0,NA,1,6000,7000,NA,5500,NA,0,NA,0,NA,0,NA,0,NA,3500,NA,4000,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,0,1,1,3,1,75,1,-9,1,-9,1,-9,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,3,"",1,0,2,NA,NA,1,0,NA,0,1,1,2,1,1,2,4,3,3,1,3,3,300,250,NA,NA,NA,NA,NA,NA,NA,82,0,NA,NA,100,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,"","African Methodist Episcopal Zion University",4,"Stella Maris Polytechnic",4,"University Of Liberia",4,0,0,4,150000,NA,10000,160000,NA,NA,NA,"Ceo",20,1,"",NA,NA,"",NA,NA,12,9,2017,14,29,3,3,3,2,10,1,3,2,1,1.17578399181366,1.27518963813782,4.72625398635864,12
619648,131,1,2,1,2,2,4,5400,18,1,1,2,11,9,2017,13,47,3409,87,2,1,3,1,1,1,NA,4,"",50,50,50,0,0,1,25,2006,25,1,2006,12,1,2,"",1,1,1,1,1,3,0,NA,6000,1,25,2,NA,NA,2,NA,NA,1,2,3,1,1,"Ladies And Gentlemen African Garments, School Uniform, Wedding Dress Etc",1810,100,250000,"Two Hundred Fifty Thousand",120000,50,0,50,5,1,10,5,2010,10,0,50,50,1,3,1,0,1,3,NA,1,1,0,1,1,2,1,2,1,2,1,2,"",1,1,1,"The New Ketie Clothes Was Designed With European Suit","Completely New",1,"The Liberian Country Clothes Was Designed Into Different Dresses","Completely New",2,NA,100,48,0,100,0,0,100,0,1,1,2,NA,NA,"",2,2,NA,NA,1,NA,500,3,100,95,0,100,0,0,0,NA,1,4000,2500,NA,0,NA,0,NA,4000,NA,0,NA,2500,NA,0,NA,0,NA,1,2000,6500,1,1,1,1,NA,2015,1600,2,NA,NA,NA,NA,NA,NA,2,25000,2,1,NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",4,10,1,2,2,1,-8,NA,-8,1,1,2,2,NA,NA,4,3,4,0,3,3,25,16,19,6,0,15,4,0,0,NA,0,NA,NA,0,1,NA,19,NA,0,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","University Of Liberia",4,"African Methodist Episcopal Zion University",4,"",NA,1,2,8,35000,16000,5500,NA,96500,1500,2000,"Manager",13,2,"",NA,NA,"",NA,NA,11,9,2017,14,52,1,2,1,NA,NA,1,2,1,1,1,1.34531581401825,1.93357586860657,6
619649,133,1,1,1,2,1,4,5400,18,1,1,1,8,7,2017,17,16,3358,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2008,3,1,2008,19,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,2,1,1,"African Suit For Ladies And Gentlemen",1810,100,135000,"One Hundred Thirty Five Thousand",90000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,0,1,6,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Improve New Fashion Designs Ad Affordable Prices","Completely New",2,"","",2,NA,100,84,0,100,0,0,100,0,2,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",2,5,1,1,1,2,NA,0,NA,2,NA,NA,2,NA,NA,1,1,1,0,3,0,14,12,13,1,5,6,2,11,0,NA,2,0,6,0,2,NA,NA,NA,NA,1,1,2,1,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,1,29500,5500,15000,NA,53000,3000,350,"Manager",10,1,"",NA,NA,"",NA,NA,8,7,2017,18,8,1,2,1,NA,NA,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619650,134,2,1,1,1,1,3,5400,50,3,1,2,8,7,2017,10,38,5641,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2004,3,2,2006,10,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,2,2,0,0,6,"Repairing Vehicles",5020,50,2300,"Two Thousand Three Hundred",1600,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,0,0,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,0,100,0,0,100,2,NA,NA,NA,NA,"",1,2,NA,NA,1,5,NA,1,5,5,10,0,0,80,10,NA,1,100,0,10,NA,10,NA,0,NA,0,NA,80,NA,0,NA,0,NA,NA,1,150,0,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,4,"",4,0,1,2,1,1,5,5,NA,1,7,2,1,5,2,1,1,1,1,1,1,14,8,NA,NA,NA,NA,NA,NA,NA,0,14,0,12,3,2,NA,NA,NA,NA,1,1,1,1,1,0,1,1,2,2,2,2,2,"","Monrovia Vocational Training Center",3,"Monrovia Vocational Training Center",4,"Jalla Auto Parts School",3,0,1,12,230,NA,600,NA,NA,NA,NA,"Manager",10,1,"",NA,NA,"",NA,NA,8,7,2017,11,29,1,1,1,NA,NA,1,1,2,1,6.77423906326294,8.39657783508301,20.2282333374023,4
619651,135,2,1,3,2,1,4,6791,18,1,3,1,22,8,2017,12,23,5288,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,2005,3,1,2005,16,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2,NA,NA,2,2,1,0,1,"Manafacturing And Sales Of Lappa And Uniform Suit",1810,90,6000,"Six Thousand",4500,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,1,1,1,-9,2,-9,0,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,-9,8,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,-9,-9,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,3,2,2016,3000,1,1,2,2,1,2,11000,1,5000,2,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,NA,NA,"",NA,5,"",3,-9,1,4,2,2,NA,0,NA,2,NA,NA,2,NA,NA,3,3,3,0,3,0,5,4,4,1,2,1,1,2,1,NA,0,NA,NA,90,2,NA,NA,NA,NA,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,14,850,1000,1300,NA,4500,-9,2400,"Manager",16,2,"",NA,NA,"",NA,NA,22,8,2017,13,16,2,2,1,NA,NA,3,1,2,1,9.30649757385254,9.70035266876221,21.6865844726562,21
