Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Euro area,EMU,..,2.40097909968989,1.66210426922045,1.51034240998226,1.63470976196889,1.68407145133922,1.70362842037299,1.77829689545148,1.70660238187709,1.68832069095619,1.62473607087806,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Europe & Central Asia,ECS,..,3.27514389407185,2.23025409621799,2.14914633532373,2.23607766079961,2.26144821873969,2.20323161571031,2.22941277517566,2.20569505265929,2.21561433470488,2.15248764689937,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Europe & Central Asia (excluding high income),ECA,18.8226270603469,10.0006981702303,6.54916596024489,6.79321465680269,6.63439684107987,6.54481010878122,6.08172694320583,5.87324928816068,6.04831986181552,6.42558572483736,6.19848035433501,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,18.8226270603469,9.09079391135259,6.04060755874845,6.23568730170254,6.11599234763594,6.07876341089664,5.65044900746919,5.50349812314429,5.61326331384022,5.87248110400956,5.70536691069023,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,European Union,EUU,..,2.37245509051411,1.64061509468257,1.48871260251813,1.6156562971316,1.68322625120543,1.67658487076956,1.74473808999611,1.67418041624937,1.61654711778155,1.55848268399089,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Fragile and conflict affected situations,FCS,..,23.4324634085321,15.7467416560698,18.2728540624588,17.7003538854382,16.9327987144776,18.587947255078,18.7255030878404,18.2802161565365,18.093887351184,18.1455340043018,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Heavily indebted poor countries (HIPC),HPC,36.2199616385277,31.6080543925605,27.3492941134195,27.8785140768245,26.9547527850666,26.3771196822648,28.9243501891233,27.9856960078624,27.2624278692793,27.0163362770064,26.654458425156,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,High income,HIC,..,1.88658633103957,1.42180082959482,1.34166192472642,1.42109033963496,1.51030347885243,1.4696723725637,1.55893692763773,1.45670717663589,1.36359012514359,..,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,IBRD only,IBD,19.1050962822929,11.2401599156003,8.60903558291565,8.54400332003341,8.71426312456576,8.65846555467196,8.44347990361303,8.49744523603046,8.38225137413004,8.32761667288894,8.28848721814734,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA & IBRD total,IBT,19.936626378668,12.4017241007701,9.73108578747023,9.73183418235824,9.67230302755957,9.59693400874438,9.41562180031575,9.45004490862618,9.31093853986781,9.26862224462898,9.21123191702593,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA blend,IDB,28.5225155087549,26.3881066208893,26.1266096939798,28.0829000455314,22.7785343931425,22.6754727727893,22.0909591211211,21.7840455565346,21.5822104453536,22.1700693587961,22.3577583329253,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA only,IDX,36.3738296015174,32.3826570014907,27.2314006405431,27.1941253469107,26.4954610367498,25.8232936582839,27.0294582622161,26.1225080360648,25.3506904494321,24.8017900395037,24.2125370266455,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,IDA total,IDA,32.4804548649717,29.5744890500006,26.7019465314135,27.6200569837864,24.7114608317158,24.3124451418649,24.6591442030387,24.0826402585209,23.5785313291482,23.5737729407632,23.3450783416899,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Late-demographic dividend,LTE,19.7154045845127,10.3401086267365,7.62374388577603,7.38218845119484,7.13135435092286,7.23689390240071,7.04583789381909,7.04613454487996,6.89311438797974,6.77669705128998,6.72800955564612,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Latin America & Caribbean,LCN,8.77283321100695,5.57296523421813,5.5530127270806,5.42778415974662,5.38398661720933,5.42986007580132,5.15875735092943,5.31860205369054,5.34360847343687,5.15397343386149,5.61639217812449,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Latin America & Caribbean (excluding high income),LAC,8.90907929004925,5.64242498541267,5.68688172865411,5.56314298717644,5.52404159218969,5.55653999449958,5.28750593766158,5.4562681849323,5.46700837750434,5.27742536706073,5.77529468730764,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,8.81713665194888,5.6284133058021,5.65809255358799,5.52736978101938,5.48291803796638,5.53092884754949,5.24738975418491,5.40745445482587,5.43302920149141,5.24602853147401,5.69388993494797,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Least developed countries: UN classification,LDC,34.2236920902756,29.8625762709554,27.7731813639113,27.7205773402716,27.005494066704,26.3503017878743,27.9124881847554,27.1015035920758,26.2264226912708,25.6142386239054,25.1285866774864,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Low & middle income,LMY,20.0714373271223,12.707240206107,9.95763158247586,9.96503361135198,9.89292755639038,9.80337093601706,9.62668305948508,9.65644132616458,9.51607470204219,9.488280114024,9.44537597268746,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Low income,LIC,40.5030584144334,34.4967914873549,32.8565807102927,33.271571537098,32.7409102183171,32.1539415846295,33.1306913355595,31.8840364186396,31.0504012586287,30.5700362918712,30.1073696265133,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Lower middle income,LMC,27.5927077764195,22.5475495406281,18.4995295622965,18.8283317632803,17.5146274280415,17.3534600809787,16.9458512088235,17.0343873447401,16.7437443204903,16.6352111232579,16.4883583161519,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa,MEA,10.4321488319164,7.10761609619826,4.65442965566067,5.47359736291335,4.85195114170368,4.53620997991684,4.5870973506691,5.13972726721473,5.16686664911053,5.58493461659146,5.55257001631042,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa (excluding high income),MNA,14.7749306000316,10.8477135321952,7.46816275327385,8.93040413113052,8.62492109176904,8.18243847049539,8.42023449390815,9.57103255538536,9.59976244560706,10.2626419587537,10.1676646123399,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,14.7749306000316,10.8449011013249,7.4678987554569,8.94400311470662,8.63984936045506,8.19218631732673,8.4435427473854,9.60673113960387,9.63801727913719,10.3080970679181,10.1676646123399,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Middle income,MIC,19.8197949958751,12.445913952443,9.64893374540395,9.64949984892527,9.59773549365176,9.51428798235062,9.32268150881908,9.36932431545739,9.23790985487079,9.21086175322315,9.17225958882365,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,North America,NAC,..,1.18899004692462,1.20251643898011,1.09385162533511,1.19652442971677,1.39802301055704,1.2882525916271,1.46407545090526,1.27631158850486,1.05221083917882,..,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,OECD members,OED,..,2.05674534911601,1.57821896171,1.50705119594798,1.61225411182778,1.68876450152703,1.64488166626561,1.71674261114376,1.60881033842704,1.52377163760516,..,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Other small states,OSS,..,3.61459924333719,2.74795531076274,2.79969787739651,2.61093005787664,2.55288719596771,2.53862713306861,2.40872492797396,2.37615402761373,2.40893410388325,2.24007786894864,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Pacific island small states,PSS,22.4118355762721,19.9993499782427,15.0703544876402,14.5082236043639,14.2919503711893,14.4585232495013,15.269307151542,15.5755943767059,14.7834588071307,12.7569929296904,13.1341089041886,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Post-demographic dividend,PST,..,1.89395552039418,1.42587524189152,1.33398207623426,1.42556397379715,1.51983979649633,1.48555073348323,1.57643057313506,1.4707179242572,1.38287106277806,..,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Pre-demographic dividend,PRE,27.1961689464646,22.1912459348348,23.8692172074906,25.7801652041547,21.2871155391015,20.5223725122106,21.7743380254827,21.4606243733992,21.0368709373922,21.4059983411354,21.6376118871161,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Small states,SST,..,4.25912786546002,3.17055158882216,3.33755597939955,3.13607906702096,3.09967333043672,3.08966038068234,2.99631516596508,2.94512878264009,2.94782505136085,2.83674926222404,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,South Asia,SAS,29.9493302155466,24.0815833802525,18.9104223908223,18.9356966850264,19.2723030609015,19.1441058232332,18.652297441668,18.9244972197788,18.4585457455659,17.9808143975024,17.7984851438368,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,South Asia (IDA & IBRD),TSA,29.9493302155466,24.0815833802525,18.9104223908223,18.9356966850264,19.2723030609015,19.1441058232332,18.652297441668,18.9244972197788,18.4585457455659,17.9808143975024,17.7984851438368,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa,SSF,23.444517203427,19.5107347617582,20.1221192701442,21.2072321179132,17.7335154297313,17.11638133639,18.0522775719079,17.6826245683016,17.2963689316182,17.4531099863273,17.4926987733329,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa (excluding high income),SSA,23.4594409738084,19.5247195734007,20.1377421699535,21.2241438618442,17.7472363412223,17.1295667077385,18.0666245775997,17.6957814519926,17.3094420149621,17.4531099863273,17.4926987733329,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,23.444517203427,19.5107347617582,20.1221192701442,21.2072321179132,17.7335154297313,17.11638133639,18.0522775719079,17.6826245683016,17.2963689316182,17.4531099863273,17.4926987733329,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,Upper middle income,UMC,17.9508177169082,10.0283147864941,7.60058860026135,7.51401068777916,7.36389235950214,7.29925647762436,7.16868350508351,7.19063615782845,7.10458018334762,7.05597855734402,7.04820760523022,..
"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,World,WLD,..,5.07266715932624,3.87802753069347,3.81565715316759,3.91159812527281,3.94639126245671,3.86588242106118,3.94022039634168,3.82675836752041,3.78403437497482,4.62590556039934,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Afghanistan,AFG,..,79.1630020141602,67.2460021972656,67.0370025634766,64.4990005493164,62.7709999084473,61.6829986572266,61.5130004882813,61.6300010681152,61.1319999694824,61.3489990234375,62.1949996948242
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Albania,ALB,..,61.5060005187988,47.2249984741211,44.0499992370605,43.9010009765625,45.3930015563965,47.435001373291,44.8030014038086,42.8899993896484,41.3660011291504,40.6590003967285,40.2750015258789
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Algeria,DZA,..,21.9260005950928,18.2189998626709,17.4720001220703,16.5279998779297,15.7690000534058,14.6899995803833,12.4849996566772,13.5659999847412,13.0749998092651,12.7349996566772,12.826000213623
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Angola,AGO,..,37.4780006408691,39.9949989318848,42.4710006713867,47.234001159668,51.2179985046387,50.75,49.2840003967285,48.8819999694824,48.8959999084473,49.1590003967285,50.6040000915527
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Argentina,ARG,..,0.672999978065491,1.19500005245209,1.23099994659424,1.27300000190735,0.635999977588654,0.61599999666214,0.619000017642975,0.549000024795532,0.51800000667572,0.551999986171722,0.541999995708466
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Armenia,ARM,..,47.1940002441406,37.4039993286133,39.4539985656738,38.5960006713867,38.9220008850098,37.2760009765625,36.2719993591309,34.826000213623,35.3289985656738,34.0509986877441,34.3470001220703
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Australia,AUS,..,4.85699987411499,3.30699992179871,3.23399996757507,3.23000001907349,2.8199999332428,2.79999995231628,2.6159999370575,2.80200004577637,2.64400005340576,2.63100004196167,2.58100008964539
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Austria,AUT,..,6.05100011825562,5.2519998550415,5.32200002670288,5.21299982070923,4.93800020217896,4.67500019073486,4.57600021362305,4.83699989318848,4.5310001373291,4.34800004959106,4.31099987030029
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Azerbaijan,AZE,..,41.4150009155273,39.5929985046387,38.125,38.2299995422363,37.882999420166,37.6529998779297,37.101001739502,36.7529983520508,36.3559989929199,36.3370018005371,37.4010009765625
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Bahamas, The",BHS,..,4.07100009918213,2.93700003623962,2.88100004196167,3.32800006866455,3.69600009918213,3.66899991035461,3.61299991607666,3.76799988746643,3.90899991989136,3.92300009727478,4.01300001144409
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Bahrain,BHR,..,1.66199994087219,1.13699996471405,1.07299995422363,1.08800005912781,1.12100005149841,1.07400000095367,1.04100000858307,0.985000014305115,0.936999976634979,0.97299998998642,1.03299999237061
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Bangladesh,BGD,..,64.8109970092773,48.3520011901855,47.9529991149902,47.3059997558594,48.326000213623,47.3120002746582,45.0989990234375,44.5009994506836,42.6650009155273,41.140998840332,39.068000793457
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Barbados,BRB,..,3.72099995613098,2.78900003433228,2.94300007820129,2.84100008010864,3.27600002288818,2.7960000038147,2.69400000572205,2.88599991798401,2.89100003242493,2.85700011253357,2.90400004386902
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Belarus,BLR,..,18.6860008239746,11.2959995269775,11.1639995574951,10.8240003585815,9.9379997253418,9.89099979400635,9.59500026702881,9.57100009918213,9.50800037384033,9.73099994659424,9.87100028991699
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Belgium,BEL,..,1.78299999237061,1.55299997329712,1.48699998855591,1.35199999809265,1.30099999904633,1.17200005054474,1.36000001430511,1.21800005435944,1.17700004577637,1.25100004673004,1.26999998092651
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Belize,BLZ,..,25.5559997558594,17.7789993286133,17.5779991149902,17.1949996948242,16.8279991149902,16.673999786377,16.7859992980957,16.2880001068115,15.9370002746582,15.0469999313354,15.3900003433228
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Benin,BEN,..,48.2700004577637,45.7849998474121,45.810001373291,45.3289985656738,43.6129989624023,43.0890007019043,41.8470001220703,41.1370010375977,41.8190002441406,41.3190002441406,43.1959991455078
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Bhutan,BTN,..,80.9889984130859,67.4850006103516,65.3659973144531,59.5999984741211,60.1479988098145,62.2099990844727,56.3440017700195,56.6510009765625,57.9860000610352,56.7569999694824,56.7779998779297
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Bolivia,BOL,..,38.9679985046387,31.2040004730225,30.0860004425049,30.0459995269775,29.7849998474121,27.7910003662109,29.2280006408691,30.8519992828369,27.8479995727539,27.3519992828369,27.0200004577637
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Bosnia and Herzegovina,BIH,..,27.6940002441406,22.2810001373291,20.1940002441406,19.6539993286133,19.2140007019043,19.3759994506836,18.9060001373291,17.0790004730225,17.8759994506836,19.2439994812012,19.1159992218018
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Botswana,BWA,..,19.9559993743896,25.3339996337891,25.0890007019043,26.4260005950928,27.9099998474121,27.92799949646,26.7740001678467,26.3740005493164,26.9069995880127,26.048999786377,26.1989994049072
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Brazil,BRA,..,21.30299949646,17.4629993438721,16.9909992218018,15.9619998931885,15.7259998321533,11.496000289917,11.1990003585815,10.371000289917,10.2419996261597,10.1820001602173,10.3219995498657
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Brunei Darussalam,BRN,..,1.42999994754791,0.805999994277954,0.745000004768372,0.708000004291534,0.660000026226044,0.621999979019165,0.602999985218048,0.550000011920929,0.574000000953674,0.583999991416931,0.519999980926514
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Bulgaria,BGR,..,13.1960000991821,7.47300004959106,7.09200000762939,6.81500005722046,6.77899980545044,6.44000005722046,6.65999984741211,7.00799989700317,6.85599994659424,6.75299978256226,6.25899982452393
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Burkina Faso,BFA,..,85.7190017700195,72.1169967651367,66.4940032958984,60.8819999694824,54.3279991149902,47.5449981689453,40.423999786377,30.6639995574951,29.4419994354248,28.9220008850098,28.2770004272461
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Burundi,BDI,..,92.254997253418,91.5449981689453,91.5329971313477,91.3470001220703,91.4229965209961,91.3639984130859,91.2229995727539,91.1029968261719,91.5609970092773,91.3669967651367,91.4449996948242
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Cabo Verde,CPV,..,76.1660003662109,70.0500030517578,70.2080001831055,69.7379989624023,69.1650009155273,68.995002746582,68.7610015869141,68.6549987792969,68.6579971313477,67.8889999389648,67.6539993286133
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Cambodia,KHM,..,73.7239990234375,72.2389984130859,63.0660018920898,54.1710014343262,43.8569984436035,33.2459983825684,32.1380004882813,30.4740009307861,28.7999992370605,27.4360008239746,26.7070007324219
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Cameroon,CMR,..,66.7559967041016,65.3280029296875,65.3079986572266,64.8919982910156,64.7249984741211,64.2919998168945,63.6290016174316,62.9300003051758,62.3479995727539,62.0369987487793,62.0120010375977
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Canada,CAN,..,3.28800010681152,2.3840000629425,2.37400007247925,2.31399989128113,2.24699997901917,2.19199991226196,2.13499999046326,2.06100010871887,2.01200008392334,1.94799995422363,1.9539999961853
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Central African Republic,CAF,..,86.120002746582,86.3330001831055,86.2060012817383,86.1579971313477,86.2559967041016,86.1360015869141,85.6740036010742,85.4869995117188,85.6269989013672,85.6279983520508,85.6399993896484
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Chad,TCD,..,86.943000793457,87.2170028686523,86.6190032958984,86.7770004272461,86.6729965209961,86.6279983520508,86.0920028686523,85.4820022583008,85.9390029907227,87.2490005493164,87.1900024414063
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Channel Islands,CHI,..,22.6609992980957,20.4139995574951,21.0069999694824,21.011999130249,20.9169998168945,20.878999710083,20.7019996643066,20.4080009460449,20.1490001678467,19.9950008392334,19.9689998626709
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Chile,CHL,..,14.4370002746582,11.7159996032715,12.6490001678467,10.6049995422363,10.2609996795654,9.98200035095215,9.47500038146973,9.40200042724609,9.3769998550415,9.47999954223633,9.55599975585938
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,China,CHN,..,43.7900009155273,29.5459995269775,27.8449993133545,26.2339992523193,24.5069999694824,23.1690006256104,21.92799949646,20.7299995422363,19.5480003356934,18.3570003509521,17.5100002288818
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Colombia,COL,..,21.6149997711182,18.2360000610352,18.6189994812012,18.326000213623,17.9260005950928,17.4839992523193,16.6319999694824,16.0739994049072,15.9910001754761,16.0869998931885,16.1410007476807
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Comoros,COM,..,55.8709983825684,55.8079986572266,55.6590003967285,55.8600006103516,55.6180000305176,55.4500007629395,55.0719985961914,54.9830017089844,55.3530006408691,55.2330017089844,54.8499984741211
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Congo, Dem. Rep.",COD,..,84.6060028076172,80.3239974975586,79.4329986572266,79.588996887207,79.6809997558594,79.4810028076172,79.802001953125,81.3489990234375,81.5260009765625,81.4120025634766,81.9290008544922
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Congo, Rep.",COG,..,41.8269996643066,40.5499992370605,39.4459991455078,39.1389999389648,39.1069984436035,39.5200004577637,38.9189987182617,38.2290000915527,36.9370002746582,36.7229995727539,37.2280006408691
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Costa Rica,CRI,..,20.5559997558594,12.3950004577637,14.1239995956421,15.1149997711182,10.9049997329712,10.2790002822876,9.89700031280518,11.1599998474121,12.3070001602173,12.21399974823,11.9849996566772
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Cote d'Ivoire,CIV,..,50.1469993591309,50.0460014343262,48.8549995422363,49.5429992675781,50.6679992675781,48.298999786377,50.1720008850098,50.375,50.0139999389648,48.8849983215332,48.3209991455078
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Croatia,HRV,..,14.5240001678467,12.8170003890991,13.3240003585815,14.253999710083,14.5880002975464,12.2530002593994,10.78600025177,9.51900005340576,9.22799968719482,7.60200023651123,7.54300022125244
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Cuba,CUB,..,27.1189994812012,18.5739994049072,18.7280006408691,18.6009998321533,19.6879997253418,19.2609996795654,18.6140003204346,18.8999996185303,18.3090000152588,18.2509994506836,18.6009998321533
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Cyprus,CYP,..,5.40500020980835,4.23099994659424,3.92899990081787,3.79500007629395,3.82800006866455,2.91199994087219,3.10500001907349,4.42999982833862,3.99499988555908,3.64299988746643,3.53299999237061
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Czech Republic,CZE,..,5.2189998626709,3.17400002479553,3.11700010299683,3.09599995613098,2.98900008201599,3.04999995231628,3.02999997138977,2.74900007247925,2.92600011825562,2.90100002288818,2.86500000953674
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Denmark,DNK,..,3.66799998283386,2.54699993133545,2.58400011062622,2.4210000038147,2.40100002288818,2.59400010108948,2.53999996185303,2.48300004005432,2.49699997901917,2.53200006484985,2.58400011062622
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Djibouti,DJI,..,36.6599998474121,33.9370002746582,33.6599998474121,33.1990013122559,32.6790008544922,32.4710006713867,32.1069984436035,31.4549999237061,30.693000793457,30.5459995269775,29.7859992980957
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Dominican Republic,DOM,..,15.8959999084473,14.043999671936,14.9230003356934,14.4530000686646,14.4589996337891,14.2390003204346,14.1420001983643,14.4160003662109,13.3090000152588,12.6569995880127,12.414999961853
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Ecuador,ECU,..,33.7000007629395,28.7129993438721,28.7129993438721,27.8780002593994,27.9060001373291,27.9810009002686,26.6480007171631,25.2800006866455,26.1919994354248,26.9419994354248,26.9340000152588
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,"Egypt, Arab Rep.",EGY,..,29.632999420166,31.6919994354248,29.9580001831055,29.0620002746582,29.2390003204346,27.0709991455078,27.9589996337891,27.5480003356934,25.8150005340576,25.5739994049072,24.8390007019043
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,El Salvador,SLV,..,21.6149997711182,18.6879997253418,20.9080009460449,20.7779998779297,21.5869998931885,20.9699993133545,19.5860004425049,18.7639999389648,18.1110000610352,18.6790008544922,18.8299999237061
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Equatorial Guinea,GNQ,..,72.0130004882813,52.076000213623,50.5379981994629,54.9199981689453,53.9329986572266,52.9799995422363,54.0769996643066,54.9630012512207,56.9080009460449,58.5789985656738,59.5229988098145
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Eritrea,ERI,..,82.2009963989258,84.0780029296875,84.2119979858398,84.3420028686523,84.1240005493164,84.1669998168945,84.1849975585938,84.0719985961914,84.015998840332,83.9229965209961,83.8720016479492
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Estonia,EST,..,6.36199998855591,3.90199995040894,4.05399990081787,4.21700000762939,4.41200017929077,4.49300003051758,4.26200008392334,3.85800004005432,3.90199995040894,3.89400005340576,3.89599990844727
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Ethiopia,ETH,..,85.7580032348633,79.2129974365234,78.7050018310547,77.1539993286133,75.5149993896484,74.9469985961914,72.6750030517578,71.3769989013672,69.8870010375977,68.9850006103516,68.2200012207031
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
